icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,squawk,spi,position_source,pulled_at
4b8e46,PGT70TK ,Turkey,1783319703,1783319703,30.8843,40.3008,5791.2,False,182.03,278.45,0.33,6019.8,,False,0,1783319704
4b8e46,PGT70TK ,Turkey,1783320001,1783320002,30.2482,40.3563,5791.2,False,183.75,274.66,0.0,6027.42,,False,0,1783320002
4b990e,FHY1281 ,Turkey,1783318495,1783318495,28.9086,41.266,11590.02,False,223.93,329.49,0.0,12016.74,3204,False,0,1783318496
4b990e,FHY1281 ,Turkey,1783318798,1783318798,28.4969,41.7881,11582.4,False,219.16,329.22,-0.33,11986.26,3204,False,0,1783318799
4b990e,FHY1281 ,Turkey,1783319100,1783319100,28.043,42.2753,11590.02,False,218.65,322.46,0.0,11948.16,3204,False,0,1783319101
4b990e,FHY1281 ,Turkey,1783319317,1783319399,27.6942,42.6128,11582.4,False,217.03,322.13,0.0,11986.26,3204,False,0,1783319400
4b990e,FHY1281 ,Turkey,1783319527,1783319699,27.3549,42.9348,11590.02,False,219.42,321.76,-0.33,11986.26,3204,False,0,1783319704
4b990e,FHY1281 ,Turkey,1783319527,1783320001,27.3549,42.9348,11574.78,False,219.42,321.76,-0.33,11986.26,3204,False,0,1783320002
4b9e4b,STW167  ,Turkey,1783318495,1783318495,30.1326,40.2792,10972.8,False,231.77,338.79,0.33,11414.76,6327,False,0,1783318496
4b9e4b,STW167  ,Turkey,1783318798,1783318799,29.8305,40.8685,10972.8,False,232.62,338.6,0.0,11391.9,6327,False,0,1783318799
4b9e4b,STW167  ,Turkey,1783319101,1783319101,29.523,41.4583,10972.8,False,230.32,337.96,0.0,11376.66,6327,False,0,1783319101
4b9e4b,STW167  ,Turkey,1783319108,1783319399,29.5152,41.4712,10972.8,False,231.37,338.34,0.0,11369.04,6327,False,0,1783319400
4b9e4b,STW167  ,Turkey,1783319108,1783319702,29.5152,41.4712,10972.8,False,231.37,338.34,0.0,11369.04,1747,False,0,1783319704
4b9e4b,STW167  ,Turkey,1783319108,1783320001,29.5152,41.4712,10972.8,False,231.37,338.34,0.0,11369.04,1747,False,0,1783320002
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783318493,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783318496
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783318797,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783318799
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783319098,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783319101
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783319398,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783319400
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783319703,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783319704
4ba8f2,TKJ7FK  ,Turkey,1783318476,1783319997,29.1251,43.3423,10972.8,False,220.73,320.49,0.0,11269.98,1000,False,0,1783320002
4ba905,TKJ51D  ,Turkey,1783318495,1783318495,27.3574,41.9991,10972.8,False,214.69,301.98,0.0,11323.32,3217,False,0,1783318496
4ba912,THY4AW  ,Turkey,1783318491,1783318491,31.7971,40.5198,10911.84,False,205.68,296.76,-4.88,11353.8,,False,0,1783318496
4ba912,THY4AW  ,Turkey,1783318798,1783318798,31.1089,40.7596,9395.46,False,206.79,287.67,-5.2,9753.6,,False,0,1783318799
4ba912,THY4AW  ,Turkey,1783319099,1783319100,30.4238,40.9078,7703.82,False,198.62,308.06,-5.2,8001.0,,False,0,1783319101
4ba912,THY4AW  ,Turkey,1783319399,1783319399,29.7847,40.887,4381.5,False,176.88,259.44,-10.73,4579.62,,False,0,1783319400
4ba912,THY4AW  ,Turkey,1783319702,1783319702,29.2249,40.8975,2468.88,False,152.15,274.07,-8.13,2590.8,,False,0,1783319704
4ba912,THY4AW  ,Turkey,1783320001,1783320001,28.7535,40.9201,952.5,False,109.77,337.4,-3.25,1051.56,,False,0,1783320002
4ba976,TKJ9ND  ,Turkey,1783318376,1783318376,36.2066,40.6356,10363.2,False,203.94,254.49,0.0,10797.54,0755,False,0,1783318496
4ba996,THY2TS  ,Turkey,1783318492,1783318492,32.43,40.1538,11277.6,False,259.69,106.1,0.33,11734.8,,False,0,1783318496
4ba996,THY2TS  ,Turkey,1783318556,1783318557,32.6161,40.1126,11285.22,False,258.7,106.16,0.33,11742.42,,False,0,1783318799
4ba9a9,THY1FE  ,Turkey,1783319400,1783319400,27.2256,40.0686,8237.22,False,225.33,17.81,-10.08,8595.36,1044,False,0,1783319400
